Statistic,Players_Tested,Home_Mean,Away_Mean,Mean_Difference,t_statistic,p_value,Cohen_d,Significant
PTS,1464,7.750393096383097,7.62491526674465,0.1254778296384469,5.712966351115211,1.3429045101242081e-08,0.1493107674595315,True
REB,1464,3.4073134688368607,3.3421533889906723,0.06516007984618843,6.583269974725142,6.396414503232803e-11,0.17205651703648164,True
AST,1464,1.7054642437324383,1.635987452563785,0.06947679116865335,9.896586385463554,2.1372244369604534e-22,0.2586514286321086,True
FG_PCT,1464,0.39448120677322174,0.3884646414602321,0.0060165653129896635,4.719494761847269,2.590479079006984e-06,0.12334597153282681,True
FG3_PCT,1464,0.18032931119541773,0.18011320236775213,0.00021610882766559536,0.20581741414952012,0.8369621730175607,0.005379124289293632,False
FT_PCT,1464,0.3670809384927655,0.36381169396227386,0.003269244530491655,1.999031394350482,0.045789663114765004,0.05224552243475107,True
PLUS_MINUS,1464,0.3966739669827396,-1.563206798687339,1.9598807656700785,39.99342825367691,5.94628200870959e-237,1.0452449916370572,True
