PLAYER_ID,PTS_HOME,PTS_AWAY,PTS_DIFF,REB_HOME,REB_AWAY,REB_DIFF,AST_HOME,AST_AWAY,AST_DIFF,FG_PCT_HOME,FG_PCT_AWAY,FG_PCT_DIFF,FG3_PCT_HOME,FG3_PCT_AWAY,FG3_PCT_DIFF,FT_PCT_HOME,FT_PCT_AWAY,FT_PCT_DIFF,PLUS_MINUS_HOME,PLUS_MINUS_AWAY,PLUS_MINUS_DIFF,PLAYER_NAME
15,3.6702127659574466,3.6559139784946235,0.014298787462823093,1.1382978723404256,1.118279569892473,0.020018302447952552,0.6382978723404256,0.5161290322580645,0.12216884008236106,0.33174468085106384,0.32123655913978494,0.010508121711278906,0.29037234042553195,0.2548494623655914,0.03552287805994053,0.15159574468085107,0.17437634408602154,-0.022780599405170465,1.5319148936170213,-1.6129032258064515,3.144818119423473,Eric Piatkowski
56,9.657458563535911,9.303867403314918,0.35359116022099357,3.138121546961326,2.8729281767955803,0.2651933701657456,4.337016574585635,4.298342541436464,0.03867403314917084,0.43949171270718235,0.3940994475138121,0.04539226519337025,0.2302375690607735,0.2517624309392265,-0.02152486187845301,0.44101657458563537,0.40387845303867403,0.037138121546961333,4.154696132596685,-2.3370165745856353,6.49171270718232,Gary Payton
57,9.012658227848101,8.25925925925926,0.7533989685888418,4.151898734177215,3.4074074074074074,0.7444913267698077,4.113924050632911,3.580246913580247,0.5336771370526643,0.4182025316455696,0.3912962962962963,0.026906235349273278,0.19337974683544304,0.18865432098765433,0.004725425847788706,0.5393037974683544,0.5170740740740741,0.02222972339428031,5.89873417721519,-1.1604938271604939,7.059228004375684,Doug Christie
72,5.4,4.913043478260869,0.4869565217391312,1.5555555555555556,2.1739130434782608,-0.6183574879227052,2.1777777777777776,2.847826086956522,-0.6700483091787444,0.3904888888888889,0.4040434782608696,-0.01355458937198073,0.05926666666666666,0.05071739130434783,0.00854927536231883,0.31666666666666665,0.29891304347826086,0.017753623188405787,-0.24444444444444444,-2.130434782608696,1.8859903381642513,Kenny Anderson
77,3.727272727272727,3.607142857142857,0.12012987012986986,1.4242424242424243,1.3928571428571428,0.031385281385281516,2.5454545454545454,1.9285714285714286,0.6168831168831168,0.3476666666666666,0.3660357142857143,-0.018369047619047674,0.06060606060606061,0.03571428571428571,0.024891774891774895,0.12375757575757575,0.19642857142857142,-0.07267099567099568,-0.7575757575757576,-2.607142857142857,1.8495670995670996,Doug Overton
84,14.076923076923077,16.53932584269663,-2.462402765773554,3.5054945054945055,3.640449438202247,-0.13495493270774173,3.4285714285714284,2.5280898876404496,0.9004815409309788,0.4025604395604395,0.39589887640449445,0.006661563155945072,0.2753296703296703,0.26740449438202246,0.007925175947647856,0.5827692307692308,0.6840898876404494,-0.1013206568712186,4.186813186813187,0.3595505617977528,3.8272626250154342,Latrell Sprewell
87,3.689265536723164,3.477777777777778,0.21148775894538607,5.84180790960452,5.3277777777777775,0.5140301318267424,0.15254237288135594,0.19444444444444445,-0.041902071563088505,0.42268361581920905,0.3482611111111111,0.07442250470809797,0.0,0.0,0.0,0.36837853107344637,0.3592,0.00917853107344635,0.8361581920903954,0.55,0.2861581920903954,Dikembe Mutombo
89,8.214285714285714,9.023529411764706,-0.8092436974789923,2.0714285714285716,2.2823529411764705,-0.21092436974789885,3.392857142857143,3.388235294117647,0.004621848739495782,0.3468571428571427,0.3609764705882353,-0.01411932773109259,0.2940357142857143,0.27995294117647057,0.014082773109243718,0.3070952380952381,0.29839999999999994,0.008695238095238145,0.9404761904761905,-3.6823529411764704,4.622829131652661,Nick Van Exel
109,4.802884615384615,4.802955665024631,-7.104964001580782e-05,3.5096153846153846,3.586206896551724,-0.07659151193633962,1.1442307692307692,1.2315270935960592,-0.08729632436529,0.33513942307692307,0.33410837438423646,0.0010310486926866091,0.25206730769230773,0.25177832512315274,0.0002889825691549941,0.2879375,0.33489655172413796,-0.046959051724137946,4.365384615384615,1.5714285714285714,2.793956043956044,Robert Horry
120,5.693548387096774,5.2388059701492535,0.4547424169475205,1.096774193548387,1.2835820895522387,-0.18680789600385173,1.2419354838709677,0.7611940298507462,0.4807414540202215,0.33019354838709675,0.31771641791044775,0.012477130476649001,0.2959838709677419,0.23276119402985074,0.06322267693789119,0.49329032258064515,0.4069701492537313,0.08632017332691383,0.1935483870967742,-1.1791044776119404,1.3726528647087146,Steven Smith
124,8.5,8.407407407407407,0.09259259259259345,5.277777777777778,4.981481481481482,0.29629629629629584,4.2407407407407405,4.518518518518518,-0.2777777777777777,0.41818518518518516,0.46514814814814814,-0.046962962962962984,0.018518518518518517,0.018518518518518517,0.0,0.5388703703703703,0.44090740740740736,0.09796296296296297,4.518518518518518,1.2592592592592593,3.2592592592592586,Vlade Divac
133,10.631147540983607,10.129496402877697,0.5016511381059097,2.319672131147541,2.366906474820144,-0.04723434367260282,2.860655737704918,2.676258992805755,0.1843967448991628,0.37004918032786893,0.35992805755395685,0.010121122773912083,0.2918770491803278,0.32720143884892083,-0.035324389668593026,0.5020081967213114,0.6238489208633093,-0.12184072414199798,0.6311475409836066,-1.7625899280575539,2.3937374690411604,David Wesley
136,8.360655737704919,8.397849462365592,-0.037193724660673055,6.786885245901639,7.102150537634409,-0.3152652917327696,1.5737704918032787,1.2473118279569892,0.3264586638462894,0.44157377049180324,0.4124408602150538,0.02913291027674947,0.0,0.0,0.0,0.5392513661202185,0.6033978494623656,-0.06414648334214712,1.6612021857923498,-3.4838709677419355,5.145073153534286,P.J. Brown
